"state","county","county_full","neighbor_state","neighbor_county","neighbor_county_full"
"AL","Autauga","Autauga-AL","AL","Autauga","Autauga-AL"
"AL","Autauga","Autauga-AL","AL","Chilton","Chilton-AL"
"AL","Autauga","Autauga-AL","AL","Dallas","Dallas-AL"
"AL","Autauga","Autauga-AL","AL","Elmore","Elmore-AL"
"AL","Autauga","Autauga-AL","AL","Lowndes","Lowndes-AL"
"AL","Autauga","Autauga-AL","AL","Montgomery","Montgomery-AL"
"AL","Baldwin","Baldwin-AL","AL","Baldwin","Baldwin-AL"
"AL","Baldwin","Baldwin-AL","AL","Clarke","Clarke-AL"
"AL","Baldwin","Baldwin-AL","AL","Escambia","Escambia-AL"
"AL","Baldwin","Baldwin-AL","AL","Mobile","Mobile-AL"
"AL","Baldwin","Baldwin-AL","AL","Monroe","Monroe-AL"
"AL","Baldwin","Baldwin-AL","AL","Washington","Washington-AL"
"AL","Baldwin","Baldwin-AL","FL","Escambia","Escambia-FL"
"AL","Barbour","Barbour-AL","AL","Barbour","Barbour-AL"
"AL","Barbour","Barbour-AL","AL","Bullock","Bullock-AL"
"AL","Barbour","Barbour-AL","AL","Dale","Dale-AL"
"AL","Barbour","Barbour-AL","AL","Henry","Henry-AL"
"AL","Barbour","Barbour-AL","AL","Pike","Pike-AL"
"AL","Barbour","Barbour-AL","AL","Russell","Russell-AL"
"AL","Barbour","Barbour-AL","GA","Clay","Clay-GA"
"AL","Barbour","Barbour-AL","GA","Quitman","Quitman-GA"
"AL","Barbour","Barbour-AL","GA","Stewart","Stewart-GA"
"AL","Bibb","Bibb-AL","AL","Bibb","Bibb-AL"
"AL","Bibb","Bibb-AL","AL","Chilton","Chilton-AL"
"AL","Bibb","Bibb-AL","AL","Hale","Hale-AL"
"AL","Bibb","Bibb-AL","AL","Jefferson","Jefferson-AL"
"AL","Bibb","Bibb-AL","AL","Perry","Perry-AL"
"AL","Bibb","Bibb-AL","AL","Shelby","Shelby-AL"
"AL","Bibb","Bibb-AL","AL","Tuscaloosa","Tuscaloosa-AL"
"AL","Blount","Blount-AL","AL","Blount","Blount-AL"
"AL","Blount","Blount-AL","AL","Cullman","Cullman-AL"
"AL","Blount","Blount-AL","AL","Etowah","Etowah-AL"
"AL","Blount","Blount-AL","AL","Jefferson","Jefferson-AL"
"AL","Blount","Blount-AL","AL","Marshall","Marshall-AL"
"AL","Blount","Blount-AL","AL","St. Clair","St. Clair-AL"
"AL","Blount","Blount-AL","AL","Walker","Walker-AL"
"AL","Bullock","Bullock-AL","AL","Barbour","Barbour-AL"
"AL","Bullock","Bullock-AL","AL","Bullock","Bullock-AL"
"AL","Bullock","Bullock-AL","AL","Macon","Macon-AL"
"AL","Bullock","Bullock-AL","AL","Montgomery","Montgomery-AL"
"AL","Bullock","Bullock-AL","AL","Pike","Pike-AL"
"AL","Bullock","Bullock-AL","AL","Russell","Russell-AL"
"AL","Butler","Butler-AL","AL","Butler","Butler-AL"
"AL","Butler","Butler-AL","AL","Conecuh","Conecuh-AL"
"AL","Butler","Butler-AL","AL","Covington","Covington-AL"
"AL","Butler","Butler-AL","AL","Crenshaw","Crenshaw-AL"
"AL","Butler","Butler-AL","AL","Lowndes","Lowndes-AL"
"AL","Butler","Butler-AL","AL","Monroe","Monroe-AL"
"AL","Butler","Butler-AL","AL","Wilcox","Wilcox-AL"
"AL","Calhoun","Calhoun-AL","AL","Calhoun","Calhoun-AL"
"AL","Calhoun","Calhoun-AL","AL","Cherokee","Cherokee-AL"
"AL","Calhoun","Calhoun-AL","AL","Cleburne","Cleburne-AL"
"AL","Calhoun","Calhoun-AL","AL","Etowah","Etowah-AL"
"AL","Calhoun","Calhoun-AL","AL","St. Clair","St. Clair-AL"
"AL","Calhoun","Calhoun-AL","AL","Talladega","Talladega-AL"
"AL","Chambers","Chambers-AL","AL","Chambers","Chambers-AL"
"AL","Chambers","Chambers-AL","AL","Lee","Lee-AL"
"AL","Chambers","Chambers-AL","AL","Randolph","Randolph-AL"
"AL","Chambers","Chambers-AL","AL","Tallapoosa","Tallapoosa-AL"
"AL","Chambers","Chambers-AL","GA","Harris","Harris-GA"
"AL","Chambers","Chambers-AL","GA","Troup","Troup-GA"
"AL","Cherokee","Cherokee-AL","AL","Calhoun","Calhoun-AL"
"AL","Cherokee","Cherokee-AL","AL","Cherokee","Cherokee-AL"
"AL","Cherokee","Cherokee-AL","AL","Cleburne","Cleburne-AL"
"AL","Cherokee","Cherokee-AL","AL","DeKalb","DeKalb-AL"
"AL","Cherokee","Cherokee-AL","AL","Etowah","Etowah-AL"
"AL","Cherokee","Cherokee-AL","GA","Chattooga","Chattooga-GA"
"AL","Cherokee","Cherokee-AL","GA","Floyd","Floyd-GA"
"AL","Cherokee","Cherokee-AL","GA","Polk","Polk-GA"
"AL","Chilton","Chilton-AL","AL","Autauga","Autauga-AL"
"AL","Chilton","Chilton-AL","AL","Bibb","Bibb-AL"
"AL","Chilton","Chilton-AL","AL","Chilton","Chilton-AL"
"AL","Chilton","Chilton-AL","AL","Coosa","Coosa-AL"
"AL","Chilton","Chilton-AL","AL","Dallas","Dallas-AL"
"AL","Chilton","Chilton-AL","AL","Elmore","Elmore-AL"
"AL","Chilton","Chilton-AL","AL","Perry","Perry-AL"
"AL","Chilton","Chilton-AL","AL","Shelby","Shelby-AL"
"AL","Choctaw","Choctaw-AL","AL","Choctaw","Choctaw-AL"
"AL","Choctaw","Choctaw-AL","AL","Clarke","Clarke-AL"
"AL","Choctaw","Choctaw-AL","AL","Marengo","Marengo-AL"
"AL","Choctaw","Choctaw-AL","AL","Sumter","Sumter-AL"
"AL","Choctaw","Choctaw-AL","AL","Washington","Washington-AL"
"AL","Choctaw","Choctaw-AL","MS","Clarke","Clarke-MS"
"AL","Choctaw","Choctaw-AL","MS","Lauderdale","Lauderdale-MS"
"AL","Choctaw","Choctaw-AL","MS","Wayne","Wayne-MS"
"AL","Clarke","Clarke-AL","AL","Baldwin","Baldwin-AL"
"AL","Clarke","Clarke-AL","AL","Choctaw","Choctaw-AL"
"AL","Clarke","Clarke-AL","AL","Clarke","Clarke-AL"
"AL","Clarke","Clarke-AL","AL","Marengo","Marengo-AL"
"AL","Clarke","Clarke-AL","AL","Monroe","Monroe-AL"
"AL","Clarke","Clarke-AL","AL","Washington","Washington-AL"
"AL","Clarke","Clarke-AL","AL","Wilcox","Wilcox-AL"
"AL","Clay","Clay-AL","AL","Clay","Clay-AL"
"AL","Clay","Clay-AL","AL","Cleburne","Cleburne-AL"
"AL","Clay","Clay-AL","AL","Coosa","Coosa-AL"
"AL","Clay","Clay-AL","AL","Randolph","Randolph-AL"
"AL","Clay","Clay-AL","AL","Talladega","Talladega-AL"
"AL","Clay","Clay-AL","AL","Tallapoosa","Tallapoosa-AL"
"AL","Cleburne","Cleburne-AL","AL","Calhoun","Calhoun-AL"
"AL","Cleburne","Cleburne-AL","AL","Cherokee","Cherokee-AL"
"AL","Cleburne","Cleburne-AL","AL","Clay","Clay-AL"
"AL","Cleburne","Cleburne-AL","AL","Cleburne","Cleburne-AL"
"AL","Cleburne","Cleburne-AL","AL","Randolph","Randolph-AL"
"AL","Cleburne","Cleburne-AL","AL","Talladega","Talladega-AL"
"AL","Cleburne","Cleburne-AL","GA","Carroll","Carroll-GA"
"AL","Cleburne","Cleburne-AL","GA","Haralson","Haralson-GA"
"AL","Cleburne","Cleburne-AL","GA","Polk","Polk-GA"
"AL","Coffee","Coffee-AL","AL","Coffee","Coffee-AL"
"AL","Coffee","Coffee-AL","AL","Covington","Covington-AL"
"AL","Coffee","Coffee-AL","AL","Crenshaw","Crenshaw-AL"
"AL","Coffee","Coffee-AL","AL","Dale","Dale-AL"
"AL","Coffee","Coffee-AL","AL","Geneva","Geneva-AL"
"AL","Coffee","Coffee-AL","AL","Pike","Pike-AL"
"AL","Colbert","Colbert-AL","AL","Colbert","Colbert-AL"
"AL","Colbert","Colbert-AL","AL","Franklin","Franklin-AL"
"AL","Colbert","Colbert-AL","AL","Lauderdale","Lauderdale-AL"
"AL","Colbert","Colbert-AL","AL","Lawrence","Lawrence-AL"
"AL","Colbert","Colbert-AL","MS","Tishomingo","Tishomingo-MS"
"AL","Conecuh","Conecuh-AL","AL","Butler","Butler-AL"
"AL","Conecuh","Conecuh-AL","AL","Conecuh","Conecuh-AL"
"AL","Conecuh","Conecuh-AL","AL","Covington","Covington-AL"
"AL","Conecuh","Conecuh-AL","AL","Escambia","Escambia-AL"
"AL","Conecuh","Conecuh-AL","AL","Monroe","Monroe-AL"
"AL","Coosa","Coosa-AL","AL","Chilton","Chilton-AL"
"AL","Coosa","Coosa-AL","AL","Clay","Clay-AL"
"AL","Coosa","Coosa-AL","AL","Coosa","Coosa-AL"
"AL","Coosa","Coosa-AL","AL","Elmore","Elmore-AL"
"AL","Coosa","Coosa-AL","AL","Shelby","Shelby-AL"
"AL","Coosa","Coosa-AL","AL","Talladega","Talladega-AL"
"AL","Coosa","Coosa-AL","AL","Tallapoosa","Tallapoosa-AL"
"AL","Covington","Covington-AL","AL","Butler","Butler-AL"
"AL","Covington","Covington-AL","AL","Coffee","Coffee-AL"
"AL","Covington","Covington-AL","AL","Conecuh","Conecuh-AL"
"AL","Covington","Covington-AL","AL","Covington","Covington-AL"
"AL","Covington","Covington-AL","AL","Crenshaw","Crenshaw-AL"
"AL","Covington","Covington-AL","AL","Escambia","Escambia-AL"
"AL","Covington","Covington-AL","AL","Geneva","Geneva-AL"
"AL","Covington","Covington-AL","FL","Okaloosa","Okaloosa-FL"
"AL","Covington","Covington-AL","FL","Walton","Walton-FL"
"AL","Crenshaw","Crenshaw-AL","AL","Butler","Butler-AL"
"AL","Crenshaw","Crenshaw-AL","AL","Coffee","Coffee-AL"
"AL","Crenshaw","Crenshaw-AL","AL","Covington","Covington-AL"
"AL","Crenshaw","Crenshaw-AL","AL","Crenshaw","Crenshaw-AL"
"AL","Crenshaw","Crenshaw-AL","AL","Lowndes","Lowndes-AL"
"AL","Crenshaw","Crenshaw-AL","AL","Montgomery","Montgomery-AL"
"AL","Crenshaw","Crenshaw-AL","AL","Pike","Pike-AL"
"AL","Cullman","Cullman-AL","AL","Blount","Blount-AL"
"AL","Cullman","Cullman-AL","AL","Cullman","Cullman-AL"
"AL","Cullman","Cullman-AL","AL","Lawrence","Lawrence-AL"
"AL","Cullman","Cullman-AL","AL","Marshall","Marshall-AL"
"AL","Cullman","Cullman-AL","AL","Morgan","Morgan-AL"
"AL","Cullman","Cullman-AL","AL","Walker","Walker-AL"
"AL","Cullman","Cullman-AL","AL","Winston","Winston-AL"
"AL","Dale","Dale-AL","AL","Barbour","Barbour-AL"
"AL","Dale","Dale-AL","AL","Coffee","Coffee-AL"
"AL","Dale","Dale-AL","AL","Dale","Dale-AL"
"AL","Dale","Dale-AL","AL","Geneva","Geneva-AL"
"AL","Dale","Dale-AL","AL","Henry","Henry-AL"
"AL","Dale","Dale-AL","AL","Houston","Houston-AL"
"AL","Dale","Dale-AL","AL","Pike","Pike-AL"
"AL","Dallas","Dallas-AL","AL","Autauga","Autauga-AL"
"AL","Dallas","Dallas-AL","AL","Chilton","Chilton-AL"
"AL","Dallas","Dallas-AL","AL","Dallas","Dallas-AL"
"AL","Dallas","Dallas-AL","AL","Lowndes","Lowndes-AL"
"AL","Dallas","Dallas-AL","AL","Marengo","Marengo-AL"
"AL","Dallas","Dallas-AL","AL","Perry","Perry-AL"
"AL","Dallas","Dallas-AL","AL","Wilcox","Wilcox-AL"
"AL","DeKalb","DeKalb-AL","AL","Cherokee","Cherokee-AL"
"AL","DeKalb","DeKalb-AL","AL","DeKalb","DeKalb-AL"
"AL","DeKalb","DeKalb-AL","AL","Etowah","Etowah-AL"
"AL","DeKalb","DeKalb-AL","AL","Jackson","Jackson-AL"
"AL","DeKalb","DeKalb-AL","AL","Marshall","Marshall-AL"
"AL","DeKalb","DeKalb-AL","GA","Chattooga","Chattooga-GA"
"AL","DeKalb","DeKalb-AL","GA","Dade","Dade-GA"
"AL","DeKalb","DeKalb-AL","GA","Walker","Walker-GA"
"AL","Elmore","Elmore-AL","AL","Autauga","Autauga-AL"
"AL","Elmore","Elmore-AL","AL","Chilton","Chilton-AL"
"AL","Elmore","Elmore-AL","AL","Coosa","Coosa-AL"
"AL","Elmore","Elmore-AL","AL","Elmore","Elmore-AL"
"AL","Elmore","Elmore-AL","AL","Macon","Macon-AL"
"AL","Elmore","Elmore-AL","AL","Montgomery","Montgomery-AL"
"AL","Elmore","Elmore-AL","AL","Tallapoosa","Tallapoosa-AL"
"AL","Escambia","Escambia-AL","AL","Baldwin","Baldwin-AL"
"AL","Escambia","Escambia-AL","AL","Conecuh","Conecuh-AL"
"AL","Escambia","Escambia-AL","AL","Covington","Covington-AL"
"AL","Escambia","Escambia-AL","AL","Escambia","Escambia-AL"
"AL","Escambia","Escambia-AL","AL","Monroe","Monroe-AL"
"AL","Escambia","Escambia-AL","FL","Escambia","Escambia-FL"
"AL","Escambia","Escambia-AL","FL","Okaloosa","Okaloosa-FL"
"AL","Escambia","Escambia-AL","FL","Santa Rosa","Santa Rosa-FL"
"AL","Etowah","Etowah-AL","AL","Blount","Blount-AL"
"AL","Etowah","Etowah-AL","AL","Calhoun","Calhoun-AL"
"AL","Etowah","Etowah-AL","AL","Cherokee","Cherokee-AL"
"AL","Etowah","Etowah-AL","AL","DeKalb","DeKalb-AL"
"AL","Etowah","Etowah-AL","AL","Etowah","Etowah-AL"
"AL","Etowah","Etowah-AL","AL","Marshall","Marshall-AL"
"AL","Etowah","Etowah-AL","AL","St. Clair","St. Clair-AL"
"AL","Fayette","Fayette-AL","AL","Fayette","Fayette-AL"
"AL","Fayette","Fayette-AL","AL","Lamar","Lamar-AL"
"AL","Fayette","Fayette-AL","AL","Marion","Marion-AL"
"AL","Fayette","Fayette-AL","AL","Pickens","Pickens-AL"
"AL","Fayette","Fayette-AL","AL","Tuscaloosa","Tuscaloosa-AL"
"AL","Fayette","Fayette-AL","AL","Walker","Walker-AL"
"AL","Franklin","Franklin-AL","AL","Colbert","Colbert-AL"
"AL","Franklin","Franklin-AL","AL","Franklin","Franklin-AL"
"AL","Franklin","Franklin-AL","AL","Lawrence","Lawrence-AL"
"AL","Franklin","Franklin-AL","AL","Marion","Marion-AL"
"AL","Franklin","Franklin-AL","AL","Winston","Winston-AL"
"AL","Franklin","Franklin-AL","MS","Itawamba","Itawamba-MS"
"AL","Franklin","Franklin-AL","MS","Tishomingo","Tishomingo-MS"
"AL","Geneva","Geneva-AL","AL","Coffee","Coffee-AL"
"AL","Geneva","Geneva-AL","AL","Covington","Covington-AL"
"AL","Geneva","Geneva-AL","AL","Dale","Dale-AL"
"AL","Geneva","Geneva-AL","AL","Geneva","Geneva-AL"
"AL","Geneva","Geneva-AL","AL","Houston","Houston-AL"
"AL","Geneva","Geneva-AL","FL","Holmes","Holmes-FL"
"AL","Geneva","Geneva-AL","FL","Jackson","Jackson-FL"
"AL","Geneva","Geneva-AL","FL","Walton","Walton-FL"
"AL","Greene","Greene-AL","AL","Greene","Greene-AL"
"AL","Greene","Greene-AL","AL","Hale","Hale-AL"
"AL","Greene","Greene-AL","AL","Marengo","Marengo-AL"
"AL","Greene","Greene-AL","AL","Pickens","Pickens-AL"
"AL","Greene","Greene-AL","AL","Sumter","Sumter-AL"
"AL","Greene","Greene-AL","AL","Tuscaloosa","Tuscaloosa-AL"
"AL","Hale","Hale-AL","AL","Bibb","Bibb-AL"
"AL","Hale","Hale-AL","AL","Greene","Greene-AL"
"AL","Hale","Hale-AL","AL","Hale","Hale-AL"
"AL","Hale","Hale-AL","AL","Marengo","Marengo-AL"
"AL","Hale","Hale-AL","AL","Perry","Perry-AL"
"AL","Hale","Hale-AL","AL","Tuscaloosa","Tuscaloosa-AL"
"AL","Henry","Henry-AL","AL","Barbour","Barbour-AL"
"AL","Henry","Henry-AL","AL","Dale","Dale-AL"
"AL","Henry","Henry-AL","AL","Henry","Henry-AL"
"AL","Henry","Henry-AL","AL","Houston","Houston-AL"
"AL","Henry","Henry-AL","GA","Clay","Clay-GA"
"AL","Henry","Henry-AL","GA","Early","Early-GA"
"AL","Houston","Houston-AL","AL","Dale","Dale-AL"
"AL","Houston","Houston-AL","AL","Geneva","Geneva-AL"
"AL","Houston","Houston-AL","AL","Henry","Henry-AL"
"AL","Houston","Houston-AL","AL","Houston","Houston-AL"
"AL","Houston","Houston-AL","FL","Jackson","Jackson-FL"
"AL","Houston","Houston-AL","GA","Early","Early-GA"
"AL","Houston","Houston-AL","GA","Seminole","Seminole-GA"
"AL","Jackson","Jackson-AL","AL","DeKalb","DeKalb-AL"
"AL","Jackson","Jackson-AL","AL","Jackson","Jackson-AL"
"AL","Jackson","Jackson-AL","AL","Madison","Madison-AL"
"AL","Jackson","Jackson-AL","AL","Marshall","Marshall-AL"
"AL","Jackson","Jackson-AL","GA","Dade","Dade-GA"
"AL","Jackson","Jackson-AL","TN","Franklin","Franklin-TN"
"AL","Jackson","Jackson-AL","TN","Marion","Marion-TN"
"AL","Jefferson","Jefferson-AL","AL","Bibb","Bibb-AL"
"AL","Jefferson","Jefferson-AL","AL","Blount","Blount-AL"
"AL","Jefferson","Jefferson-AL","AL","Jefferson","Jefferson-AL"
"AL","Jefferson","Jefferson-AL","AL","St. Clair","St. Clair-AL"
"AL","Jefferson","Jefferson-AL","AL","Shelby","Shelby-AL"
"AL","Jefferson","Jefferson-AL","AL","Tuscaloosa","Tuscaloosa-AL"
"AL","Jefferson","Jefferson-AL","AL","Walker","Walker-AL"
"AL","Lamar","Lamar-AL","AL","Fayette","Fayette-AL"
"AL","Lamar","Lamar-AL","AL","Lamar","Lamar-AL"
"AL","Lamar","Lamar-AL","AL","Marion","Marion-AL"
"AL","Lamar","Lamar-AL","AL","Pickens","Pickens-AL"
"AL","Lamar","Lamar-AL","MS","Lowndes","Lowndes-MS"
"AL","Lamar","Lamar-AL","MS","Monroe","Monroe-MS"
"AL","Lauderdale","Lauderdale-AL","AL","Colbert","Colbert-AL"
"AL","Lauderdale","Lauderdale-AL","AL","Lauderdale","Lauderdale-AL"
"AL","Lauderdale","Lauderdale-AL","AL","Lawrence","Lawrence-AL"
"AL","Lauderdale","Lauderdale-AL","AL","Limestone","Limestone-AL"
"AL","Lauderdale","Lauderdale-AL","MS","Tishomingo","Tishomingo-MS"
"AL","Lauderdale","Lauderdale-AL","TN","Giles","Giles-TN"
"AL","Lauderdale","Lauderdale-AL","TN","Hardin","Hardin-TN"
"AL","Lauderdale","Lauderdale-AL","TN","Lawrence","Lawrence-TN"
"AL","Lauderdale","Lauderdale-AL","TN","Wayne","Wayne-TN"
"AL","Lawrence","Lawrence-AL","AL","Colbert","Colbert-AL"
"AL","Lawrence","Lawrence-AL","AL","Cullman","Cullman-AL"
"AL","Lawrence","Lawrence-AL","AL","Franklin","Franklin-AL"
"AL","Lawrence","Lawrence-AL","AL","Lauderdale","Lauderdale-AL"
"AL","Lawrence","Lawrence-AL","AL","Lawrence","Lawrence-AL"
"AL","Lawrence","Lawrence-AL","AL","Limestone","Limestone-AL"
"AL","Lawrence","Lawrence-AL","AL","Morgan","Morgan-AL"
"AL","Lawrence","Lawrence-AL","AL","Winston","Winston-AL"
"AL","Lee","Lee-AL","AL","Chambers","Chambers-AL"
"AL","Lee","Lee-AL","AL","Lee","Lee-AL"
"AL","Lee","Lee-AL","AL","Macon","Macon-AL"
"AL","Lee","Lee-AL","AL","Russell","Russell-AL"
"AL","Lee","Lee-AL","AL","Tallapoosa","Tallapoosa-AL"
"AL","Lee","Lee-AL","GA","Harris","Harris-GA"
"AL","Lee","Lee-AL","GA","Muscogee","Muscogee-GA"
"AL","Limestone","Limestone-AL","AL","Lauderdale","Lauderdale-AL"
"AL","Limestone","Limestone-AL","AL","Lawrence","Lawrence-AL"
"AL","Limestone","Limestone-AL","AL","Limestone","Limestone-AL"
"AL","Limestone","Limestone-AL","AL","Madison","Madison-AL"
"AL","Limestone","Limestone-AL","AL","Morgan","Morgan-AL"
"AL","Limestone","Limestone-AL","TN","Giles","Giles-TN"
"AL","Limestone","Limestone-AL","TN","Lincoln","Lincoln-TN"
"AL","Lowndes","Lowndes-AL","AL","Autauga","Autauga-AL"
"AL","Lowndes","Lowndes-AL","AL","Butler","Butler-AL"
"AL","Lowndes","Lowndes-AL","AL","Crenshaw","Crenshaw-AL"
"AL","Lowndes","Lowndes-AL","AL","Dallas","Dallas-AL"
"AL","Lowndes","Lowndes-AL","AL","Lowndes","Lowndes-AL"
"AL","Lowndes","Lowndes-AL","AL","Montgomery","Montgomery-AL"
"AL","Lowndes","Lowndes-AL","AL","Wilcox","Wilcox-AL"
"AL","Macon","Macon-AL","AL","Bullock","Bullock-AL"
"AL","Macon","Macon-AL","AL","Elmore","Elmore-AL"
"AL","Macon","Macon-AL","AL","Lee","Lee-AL"
"AL","Macon","Macon-AL","AL","Macon","Macon-AL"
"AL","Macon","Macon-AL","AL","Montgomery","Montgomery-AL"
"AL","Macon","Macon-AL","AL","Russell","Russell-AL"
"AL","Macon","Macon-AL","AL","Tallapoosa","Tallapoosa-AL"
"AL","Madison","Madison-AL","AL","Jackson","Jackson-AL"
"AL","Madison","Madison-AL","AL","Limestone","Limestone-AL"
"AL","Madison","Madison-AL","AL","Madison","Madison-AL"
"AL","Madison","Madison-AL","AL","Marshall","Marshall-AL"
"AL","Madison","Madison-AL","AL","Morgan","Morgan-AL"
"AL","Madison","Madison-AL","TN","Franklin","Franklin-TN"
"AL","Madison","Madison-AL","TN","Lincoln","Lincoln-TN"
"AL","Marengo","Marengo-AL","AL","Choctaw","Choctaw-AL"
"AL","Marengo","Marengo-AL","AL","Clarke","Clarke-AL"
"AL","Marengo","Marengo-AL","AL","Dallas","Dallas-AL"
"AL","Marengo","Marengo-AL","AL","Greene","Greene-AL"
"AL","Marengo","Marengo-AL","AL","Hale","Hale-AL"
"AL","Marengo","Marengo-AL","AL","Marengo","Marengo-AL"
"AL","Marengo","Marengo-AL","AL","Perry","Perry-AL"
"AL","Marengo","Marengo-AL","AL","Sumter","Sumter-AL"
"AL","Marengo","Marengo-AL","AL","Wilcox","Wilcox-AL"
"AL","Marion","Marion-AL","AL","Fayette","Fayette-AL"
"AL","Marion","Marion-AL","AL","Franklin","Franklin-AL"
"AL","Marion","Marion-AL","AL","Lamar","Lamar-AL"
"AL","Marion","Marion-AL","AL","Marion","Marion-AL"
"AL","Marion","Marion-AL","AL","Walker","Walker-AL"
"AL","Marion","Marion-AL","AL","Winston","Winston-AL"
"AL","Marion","Marion-AL","MS","Itawamba","Itawamba-MS"
"AL","Marion","Marion-AL","MS","Monroe","Monroe-MS"
"AL","Marshall","Marshall-AL","AL","Blount","Blount-AL"
"AL","Marshall","Marshall-AL","AL","Cullman","Cullman-AL"
"AL","Marshall","Marshall-AL","AL","DeKalb","DeKalb-AL"
"AL","Marshall","Marshall-AL","AL","Etowah","Etowah-AL"
"AL","Marshall","Marshall-AL","AL","Jackson","Jackson-AL"
"AL","Marshall","Marshall-AL","AL","Madison","Madison-AL"
"AL","Marshall","Marshall-AL","AL","Marshall","Marshall-AL"
"AL","Marshall","Marshall-AL","AL","Morgan","Morgan-AL"
"AL","Mobile","Mobile-AL","AL","Baldwin","Baldwin-AL"
"AL","Mobile","Mobile-AL","AL","Mobile","Mobile-AL"
"AL","Mobile","Mobile-AL","AL","Washington","Washington-AL"
"AL","Mobile","Mobile-AL","MS","George","George-MS"
"AL","Mobile","Mobile-AL","MS","Greene","Greene-MS"
"AL","Mobile","Mobile-AL","MS","Jackson","Jackson-MS"
"AL","Monroe","Monroe-AL","AL","Baldwin","Baldwin-AL"
"AL","Monroe","Monroe-AL","AL","Butler","Butler-AL"
"AL","Monroe","Monroe-AL","AL","Clarke","Clarke-AL"
"AL","Monroe","Monroe-AL","AL","Conecuh","Conecuh-AL"
"AL","Monroe","Monroe-AL","AL","Escambia","Escambia-AL"
"AL","Monroe","Monroe-AL","AL","Monroe","Monroe-AL"
"AL","Monroe","Monroe-AL","AL","Wilcox","Wilcox-AL"
"AL","Montgomery","Montgomery-AL","AL","Autauga","Autauga-AL"
"AL","Montgomery","Montgomery-AL","AL","Bullock","Bullock-AL"
"AL","Montgomery","Montgomery-AL","AL","Crenshaw","Crenshaw-AL"
"AL","Montgomery","Montgomery-AL","AL","Elmore","Elmore-AL"
"AL","Montgomery","Montgomery-AL","AL","Lowndes","Lowndes-AL"
"AL","Montgomery","Montgomery-AL","AL","Macon","Macon-AL"
"AL","Montgomery","Montgomery-AL","AL","Montgomery","Montgomery-AL"
"AL","Montgomery","Montgomery-AL","AL","Pike","Pike-AL"
"AL","Morgan","Morgan-AL","AL","Cullman","Cullman-AL"
"AL","Morgan","Morgan-AL","AL","Lawrence","Lawrence-AL"
"AL","Morgan","Morgan-AL","AL","Limestone","Limestone-AL"
"AL","Morgan","Morgan-AL","AL","Madison","Madison-AL"
"AL","Morgan","Morgan-AL","AL","Marshall","Marshall-AL"
"AL","Morgan","Morgan-AL","AL","Morgan","Morgan-AL"
"AL","Perry","Perry-AL","AL","Bibb","Bibb-AL"
"AL","Perry","Perry-AL","AL","Chilton","Chilton-AL"
"AL","Perry","Perry-AL","AL","Dallas","Dallas-AL"
"AL","Perry","Perry-AL","AL","Hale","Hale-AL"
"AL","Perry","Perry-AL","AL","Marengo","Marengo-AL"
"AL","Perry","Perry-AL","AL","Perry","Perry-AL"
"AL","Pickens","Pickens-AL","AL","Fayette","Fayette-AL"
"AL","Pickens","Pickens-AL","AL","Greene","Greene-AL"
"AL","Pickens","Pickens-AL","AL","Lamar","Lamar-AL"
"AL","Pickens","Pickens-AL","AL","Pickens","Pickens-AL"
"AL","Pickens","Pickens-AL","AL","Sumter","Sumter-AL"
"AL","Pickens","Pickens-AL","AL","Tuscaloosa","Tuscaloosa-AL"
"AL","Pickens","Pickens-AL","MS","Lowndes","Lowndes-MS"
"AL","Pickens","Pickens-AL","MS","Noxubee","Noxubee-MS"
"AL","Pike","Pike-AL","AL","Barbour","Barbour-AL"
"AL","Pike","Pike-AL","AL","Bullock","Bullock-AL"
"AL","Pike","Pike-AL","AL","Coffee","Coffee-AL"
"AL","Pike","Pike-AL","AL","Crenshaw","Crenshaw-AL"
"AL","Pike","Pike-AL","AL","Dale","Dale-AL"
"AL","Pike","Pike-AL","AL","Montgomery","Montgomery-AL"
"AL","Pike","Pike-AL","AL","Pike","Pike-AL"
"AL","Randolph","Randolph-AL","AL","Chambers","Chambers-AL"
"AL","Randolph","Randolph-AL","AL","Clay","Clay-AL"
"AL","Randolph","Randolph-AL","AL","Cleburne","Cleburne-AL"
"AL","Randolph","Randolph-AL","AL","Randolph","Randolph-AL"
"AL","Randolph","Randolph-AL","AL","Tallapoosa","Tallapoosa-AL"
"AL","Randolph","Randolph-AL","GA","Carroll","Carroll-GA"
"AL","Randolph","Randolph-AL","GA","Heard","Heard-GA"
"AL","Randolph","Randolph-AL","GA","Troup","Troup-GA"
"AL","Russell","Russell-AL","AL","Barbour","Barbour-AL"
"AL","Russell","Russell-AL","AL","Bullock","Bullock-AL"
"AL","Russell","Russell-AL","AL","Lee","Lee-AL"
"AL","Russell","Russell-AL","AL","Macon","Macon-AL"
"AL","Russell","Russell-AL","AL","Russell","Russell-AL"
"AL","Russell","Russell-AL","GA","Chattahoochee","Chattahoochee-GA"
"AL","Russell","Russell-AL","GA","Muscogee","Muscogee-GA"
"AL","Russell","Russell-AL","GA","Stewart","Stewart-GA"
"AL","St. Clair","St. Clair-AL","AL","Blount","Blount-AL"
"AL","St. Clair","St. Clair-AL","AL","Calhoun","Calhoun-AL"
"AL","St. Clair","St. Clair-AL","AL","Etowah","Etowah-AL"
