"date","state","positive","negative","pending","hospitalized","death","total","fips","deathIncrease","hospitalizedIncrease","negativeIncrease","positiveIncrease","totalTestResultsIncrease","NA.","positive1"
"2020-03-18","Ohio",10,140,0,0,0,228,228,39,0,0,0,21,21,88
"2020-03-17","Ohio",8,140,0,0,0,207,207,39,0,0,0,17,17,67
"2020-03-16","Ohio",7,140,361,0,0,551,190,39,0,0,1,14,15,50
"2020-03-15","Ohio",5,139,350,0,0,525,175,39,0,0,89,23,112,36
"2020-03-14","Ohio",3,50,159,0,0,222,63,39,0,0,0,0,0,13
"2020-03-13","Ohio",3,50,159,0,0,222,63,39,0,0,20,8,28,13
"2020-03-12","Ohio",2,30,52,0,0,87,35,39,0,0,9,1,10,5
"2020-03-11","Ohio",2,21,24,0,0,49,25,39,0,0,7,1,8,4
"2020-03-10","Ohio",2,14,15,0,0,32,17,39,0,0,3,0,3,3
"2020-03-09","Ohio",2,11,5,0,0,19,14,39,0,0,1,3,4,3
"2020-03-08","Ohio",2,10,4,0,0,14,10,39,0,0,1,0,1,0
"2020-03-07","Ohio",2,9,5,0,0,14,9,39,0,0,1,0,1,0
"2020-03-06","Ohio",2,8,2,0,0,10,8,39,0,0,1,0,1,0
"2020-03-05","Ohio",2,7,3,0,0,10,7,39,0,0,0,0,0,0
"2020-03-04","Ohio",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Ohio",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Ohio",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Ohio",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Ohio",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Ohio",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Oklahoma",32,18595,0,415,80,20279,20279,40,1,25,6774,160,6934,1684
"2020-04-08","Oklahoma",32,11821,0,390,79,13345,13345,40,12,14,0,52,52,1524
"2020-04-07","Oklahoma",31,11821,0,376,67,13293,13293,40,16,36,10399,145,10544,1472
"2020-04-06","Oklahoma",31,1422,0,340,51,2749,2749,40,5,10,21,75,96,1327
"2020-04-05","Oklahoma",31,1401,0,330,46,2653,2653,40,4,14,39,93,132,1252
"2020-04-04","Oklahoma",30,1362,0,316,42,2521,2521,40,4,27,47,171,218,1159
"2020-04-03","Oklahoma",29,1315,0,289,38,2303,2303,40,4,32,50,109,159,988
"2020-04-02","Oklahoma",27,1265,0,257,34,2144,2144,40,4,38,17,160,177,879
"2020-04-01","Oklahoma",24,1248,0,219,30,1967,1967,40,7,42,19,154,173,719
"2020-03-31","Oklahoma",21,1229,0,177,23,1794,1794,40,6,24,22,84,106,565
"2020-03-30","Oklahoma",19,1207,0,153,17,1688,1688,40,1,13,2,52,54,481
"2020-03-29","Oklahoma",18,1205,0,140,16,1634,1634,40,1,14,25,52,77,429
"2020-03-28","Oklahoma",17,1180,0,126,15,1557,1557,40,7,21,96,55,151,377
"2020-03-27","Oklahoma",16,1084,0,105,8,1406,1406,40,1,19,126,74,200,322
"2020-03-26","Oklahoma",14,958,0,86,7,1206,1206,40,2,27,153,84,237,248
"2020-03-25","Oklahoma",13,805,0,59,5,969,969,40,2,34,70,58,128,164
"2020-03-24","Oklahoma",12,735,0,25,3,841,841,40,1,10,41,25,66,106
"2020-03-23","Oklahoma",10,694,102,15,2,877,775,40,0,4,25,14,39,81
"2020-03-22","Oklahoma",8,669,102,11,2,838,736,40,1,1,109,14,123,67
"2020-03-21","Oklahoma",7,560,144,10,1,757,613,40,0,10,22,4,26,53
"2020-03-20","Oklahoma",6,538,374,0,1,961,587,40,0,0,72,5,77,49
"2020-03-19","Oklahoma",6,466,250,0,1,760,510,40,1,0,88,15,103,44
"2020-03-18","Oklahoma",4,378,110,0,0,517,407,40,0,0,131,12,143,29
"2020-03-17","Oklahoma",3,247,82,0,0,346,264,40,0,0,73,7,80,17
"2020-03-16","Oklahoma",3,174,29,0,0,213,184,40,0,0,56,1,57,10
"2020-03-15","Oklahoma",2,118,12,0,0,139,127,40,0,0,82,5,87,9
"2020-03-14","Oklahoma",2,36,37,0,0,77,40,40,0,0,0,1,1,4
"2020-03-13","Oklahoma",2,36,37,0,0,76,39,40,0,0,0,0,0,3
"2020-03-12","Oklahoma",2,36,4,0,0,43,39,40,0,0,21,1,22,3
"2020-03-11","Oklahoma",2,15,11,0,0,28,17,40,0,0,0,0,0,2
"2020-03-10","Oklahoma",2,15,11,0,0,28,17,40,0,0,7,1,8,2
"2020-03-09","Oklahoma",2,8,10,0,0,19,9,40,0,0,0,0,0,1
"2020-03-08","Oklahoma",2,8,2,0,0,11,9,40,0,0,8,0,8,1
"2020-03-07","Oklahoma",2,0,0,0,0,1,1,40,0,0,0,0,0,1
"2020-03-06","Oklahoma",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-05","Oklahoma",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Oklahoma",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Oklahoma",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Oklahoma",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Oklahoma",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Oklahoma",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Oklahoma",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Oregon",31,24306,0,326,44,25627,25627,41,11,2,981,82,1063,1321
"2020-04-08","Oregon",30,23325,0,324,33,24564,24564,41,0,0,1499,58,1557,1239
"2020-04-07","Oregon",30,21826,0,324,33,23007,23007,41,6,66,1157,49,1206,1181
"2020-04-06","Oregon",30,20669,0,258,27,21801,21801,41,0,0,1113,64,1177,1132
"2020-04-05","Oregon",30,19556,0,258,27,20624,20624,41,1,19,3021,69,3090,1068
"2020-04-04","Oregon",29,16535,0,239,26,17534,17534,41,4,35,0,100,100,999
"2020-04-03","Oregon",27,16535,0,204,22,17434,17434,41,1,16,1276,73,1349,899
"2020-04-02","Oregon",26,15259,0,188,21,16085,16085,41,3,34,2123,90,2213,826
"2020-04-01","Oregon",24,13136,0,154,18,13872,13872,41,0,0,0,46,46,736
"2020-03-31","Oregon",23,13136,0,154,18,13826,13826,41,2,14,859,84,943,690
"2020-03-30","Oregon",22,12277,0,140,16,12883,12883,41,3,11,1399,58,1457,606
"2020-03-29","Oregon",20,10878,0,129,13,11426,11426,41,0,12,1185,69,1254,548
"2020-03-28","Oregon",19,9693,0,117,13,10172,10172,41,1,15,1183,65,1248,479
"2020-03-27","Oregon",18,8510,0,102,12,8924,8924,41,1,12,1557,87,1644,414
"2020-03-26","Oregon",16,6953,0,90,11,7280,7280,41,3,29,2603,118,2721,327
"2020-03-25","Oregon",14,4350,0,61,8,4559,4559,41,0,0,0,0,0,209
"2020-03-24","Oregon",14,4350,0,61,8,4559,4559,41,3,5,701,18,719,209
"2020-03-23","Oregon",13,3649,0,56,5,3840,3840,41,1,13,785,30,815,191
"2020-03-22","Oregon",13,2864,0,43,4,3025,3025,41,1,43,861,47,908,161
"2020-03-21","Oregon",12,2003,433,0,3,2550,2117,41,0,0,0,0,0,114
"2020-03-20","Oregon",12,2003,433,0,3,2550,2117,41,0,0,674,26,700,114
"2020-03-19","Oregon",10,1329,437,0,3,1854,1417,41,0,0,211,13,224,88
"2020-03-18","Oregon",9,1118,361,0,3,1554,1193,41,3,0,429,28,457,75
"2020-03-17","Oregon",6,689,184,0,0,920,736,41,0,0,110,8,118,47
"2020-03-16","Oregon",5,579,182,0,0,800,618,41,0,0,159,3,162,39
"2020-03-15","Oregon",5,420,225,0,0,681,456,41,0,0,83,6,89,36
"2020-03-14","Oregon",5,337,157,0,0,524,367,41,0,0,0,0,0,30
"2020-03-13","Oregon",5,337,157,0,0,524,367,41,0,0,51,11,62,30
"2020-03-12","Oregon",3,286,62,0,0,367,305,41,0,0,0,0,0,19
"2020-03-11","Oregon",3,286,62,0,0,367,305,41,0,0,73,4,77,19
"2020-03-10","Oregon",3,213,67,0,0,295,228,41,0,0,48,1,49,15
"2020-03-09","Oregon",3,165,52,0,0,231,179,41,0,0,65,0,65,14
"2020-03-08","Oregon",3,100,53,0,0,167,114,41,0,0,23,7,30,14
"2020-03-07","Oregon",2,77,40,0,0,124,84,41,0,0,13,4,17,7
"2020-03-06","Oregon",2,64,28,0,0,95,67,41,0,0,19,0,19,3
"2020-03-05","Oregon",2,45,13,0,0,61,48,41,0,0,16,0,16,3
"2020-03-04","Oregon",2,29,18,0,0,50,32,41,0,0,0,0,0,3
"2020-03-03","Oregon",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Oregon",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Oregon",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Oregon",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Oregon",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Pennsylvania",74,87374,0,0,338,105602,105602,42,29,0,5075,1989,7064,18228
"2020-04-08","Pennsylvania",72,82299,0,0,309,98538,98538,42,69,0,5580,1680,7260,16239
"2020-04-07","Pennsylvania",70,76719,0,0,240,91278,91278,42,78,0,5845,1579,7424,14559
"2020-04-06","Pennsylvania",68,70874,0,1145,162,83854,83854,42,12,73,4613,1470,6083,12980
"2020-04-05","Pennsylvania",67,66261,0,1072,150,77771,77771,42,14,68,6248,1493,7741,11510
"2020-04-04","Pennsylvania",66,60013,0,1004,136,70030,70030,42,34,152,6318,1597,7915,10017
"2020-04-03","Pennsylvania",59,53695,0,852,102,62115,62115,42,12,122,5997,1404,7401,8420
"2020-04-02","Pennsylvania",54,47698,0,730,90,54714,54714,42,16,110,5271,1211,6482,7016
"2020-04-01","Pennsylvania",49,42427,0,620,74,48232,48232,42,11,106,4782,962,5744,5805
"2020-03-31","Pennsylvania",45,37645,0,514,63,42488,42488,42,14,128,3868,756,4624,4843
"2020-03-30","Pennsylvania",42,33777,0,386,49,37864,37864,42,11,33,3716,693,4409,4087
"2020-03-29","Pennsylvania",39,30061,0,353,38,33455,33455,42,4,37,4807,643,5450,3394
"2020-03-28","Pennsylvania",37,25254,0,316,34,28005,28005,42,12,75,4238,533,4771,2751
"2020-03-27","Pennsylvania",34,21016,0,241,22,23234,23234,42,6,241,4575,531,5106,2218
"2020-03-26","Pennsylvania",32,16441,0,0,16,18128,18128,42,5,0,5248,560,5808,1687
"2020-03-25","Pennsylvania",30,11193,0,0,11,12320,12320,42,4,0,2550,276,2826,1127
"2020-03-24","Pennsylvania",27,8643,0,0,7,9494,9494,42,1,0,2048,207,2255,851
"2020-03-23","Pennsylvania",22,6595,0,0,6,7239,7239,42,4,0,1631,165,1796,644
"2020-03-22","Pennsylvania",19,4964,0,0,2,5443,5443,42,0,0,1198,108,1306,479
"2020-03-21","Pennsylvania",17,3766,0,0,2,4137,4137,42,1,0,1192,103,1295,371
"2020-03-20","Pennsylvania",15,2574,0,0,1,2842,2842,42,0,0,966,83,1049,268
"2020-03-19","Pennsylvania",13,1608,0,0,1,1793,1793,42,0,0,421,52,473,185
"2020-03-18","Pennsylvania",12,1187,0,0,1,1320,1320,42,1,0,308,37,345,133
"2020-03-17","Pennsylvania",11,879,0,0,0,975,975,42,0,0,209,20,229,96
"2020-03-16","Pennsylvania",9,670,0,0,0,746,746,42,0,0,465,13,478,76
"2020-03-15","Pennsylvania",8,205,183,0,0,451,268,42,0,0,0,16,16,63
"2020-03-14","Pennsylvania",6,205,150,0,0,402,252,42,0,0,65,6,71,47
"2020-03-13","Pennsylvania",6,140,130,0,0,311,181,42,0,0,24,19,43,41
"2020-03-12","Pennsylvania",4,116,81,0,0,219,138,42,0,0,28,6,34,22
"2020-03-11","Pennsylvania",3,88,54,0,0,158,104,42,0,0,88,4,92,16
"2020-03-10","Pennsylvania",3,0,0,0,0,12,12,42,0,0,0,2,2,12
"2020-03-09","Pennsylvania",3,0,0,0,0,10,10,42,0,0,0,4,4,10
"2020-03-08","Pennsylvania",2,0,0,0,0,6,6,42,0,0,0,2,2,6
"2020-03-07","Pennsylvania",2,0,0,0,0,4,4,42,0,0,0,2,2,4
"2020-03-06","Pennsylvania",2,0,0,0,0,2,2,42,0,0,0,0,0,2
"2020-03-05","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Pennsylvania",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Rhode Island",32,10682,0,0,43,12409,12409,44,8,0,0,277,277,1727
"2020-04-08","Rhode Island",31,10682,0,0,35,12132,12132,44,5,0,1605,220,1825,1450
"2020-04-07","Rhode Island",30,9077,0,0,30,10307,10307,44,3,0,1678,148,1826,1230
"2020-04-06","Rhode Island",30,7399,0,0,27,8481,8481,44,2,0,1140,160,1300,1082
"2020-04-05","Rhode Island",28,6259,0,0,25,7181,7181,44,8,0,675,116,791,922
"2020-04-04","Rhode Island",26,5584,0,0,17,6390,6390,44,3,0,727,97,824,806
"2020-04-03","Rhode Island",24,4857,0,0,14,5566,5566,44,2,0,445,52,497,709
"2020-04-02","Rhode Island",23,4412,0,0,12,5069,5069,44,2,0,581,91,672,657
"2020-04-01","Rhode Island",21,3831,0,0,10,4397,4397,44,2,0,355,77,432,566
"2020-03-31","Rhode Island",19,3476,0,0,8,3965,3965,44,4,0,289,87,376,489
"2020-03-30","Rhode Island",18,3187,0,0,4,3589,3589,44,1,0,347,108,455,402
"2020-03-29","Rhode Island",15,2840,0,0,3,3134,3134,44,3,0,299,55,354,294
"2020-03-28","Rhode Island",14,2541,138,0,0,2918,2780,44,0,0,235,36,271,239
"2020-03-27","Rhode Island",14,2306,138,0,0,2647,2509,44,0,0,1044,38,1082,203
"2020-03-26","Rhode Island",13,1262,181,0,0,1608,1427,44,0,0,0,33,33,165
"2020-03-25","Rhode Island",12,1262,196,0,0,1590,1394,44,0,0,62,8,70,132
"2020-03-24","Rhode Island",12,1200,77,0,0,1401,1324,44,0,0,57,18,75,124
"2020-03-23","Rhode Island",12,1143,216,0,0,1465,1249,44,0,0,211,23,234,106
"2020-03-22","Rhode Island",10,932,216,0,0,1231,1015,44,0,0,70,17,87,83
"2020-03-21","Rhode Island",8,862,290,0,0,1218,928,44,0,0,62,12,74,66
"2020-03-20","Rhode Island",7,800,140,0,0,994,854,44,0,0,146,10,156,54
"2020-03-19","Rhode Island",6,654,334,0,0,1032,698,44,0,0,114,11,125,44
"2020-03-18","Rhode Island",5,540,334,0,0,907,573,44,0,0,137,10,147,33
"2020-03-17","Rhode Island",4,403,149,0,0,575,426,44,0,0,95,2,97,23
"2020-03-16","Rhode Island",4,308,149,0,0,478,329,44,0,0,37,1,38,21
"2020-03-15","Rhode Island",4,271,57,0,0,348,291,44,0,0,73,0,73,20
"2020-03-14","Rhode Island",4,198,57,0,0,275,218,44,0,0,56,6,62,20
"2020-03-13","Rhode Island",3,142,29,0,0,185,156,44,0,0,48,9,57,14
"2020-03-12","Rhode Island",2,94,8,0,0,107,99,44,0,0,0,0,0,5
"2020-03-11","Rhode Island",2,94,24,0,0,123,99,44,0,0,36,2,38,5
"2020-03-10","Rhode Island",2,58,6,0,0,67,61,44,0,0,28,0,28,3
"2020-03-09","Rhode Island",2,30,6,0,0,39,33,44,0,0,0,0,0,3
"2020-03-08","Rhode Island",2,30,12,0,0,45,33,44,0,0,0,1,1,3
"2020-03-07","Rhode Island",2,30,0,0,0,32,32,44,0,0,13,-1,12,2
"2020-03-06","Rhode Island",2,17,0,0,0,20,20,44,0,0,0,1,1,3
"2020-03-05","Rhode Island",2,17,0,0,0,19,19,44,0,0,6,0,6,2
"2020-03-04","Rhode Island",2,11,0,0,0,13,13,44,0,0,5,0,5,2
"2020-03-03","Rhode Island",2,6,0,0,0,8,8,44,0,0,6,1,7,2
"2020-03-02","Rhode Island",2,0,0,0,0,1,1,44,0,0,0,0,0,1
"2020-03-01","Rhode Island",2,0,0,0,0,1,1,44,0,0,0,0,0,1
"2020-02-29","Rhode Island",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Rhode Island",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","South Carolina",37,24575,0,241,67,27367,27367,45,4,0,2493,240,2733,2792
"2020-04-08","South Carolina",36,22082,0,241,63,24634,24634,45,12,0,819,135,954,2552
"2020-04-07","South Carolina",35,21263,0,241,51,23680,23680,45,7,0,4336,368,4704,2417
"2020-04-06","South Carolina",34,16927,0,241,44,18976,18976,45,0,0,0,0,0,2049
"2020-04-05","South Carolina",34,16927,0,241,44,18976,18976,45,4,0,530,132,662,2049
"2020-04-04","South Carolina",33,16397,0,241,40,18314,18314,45,9,0,10956,363,11319,1917
"2020-04-03","South Carolina",32,5441,0,241,31,6995,6995,45,0,-655,0,0,0,1554
"2020-04-02","South Carolina",32,5441,0,896,31,6995,6995,45,5,547,408,261,669,1554
"2020-04-01","South Carolina",31,5033,0,349,26,6326,6326,45,4,90,417,210,627,1293
"2020-03-31","South Carolina",30,4616,0,259,22,5699,5699,45,4,130,456,158,614,1083
"2020-03-30","South Carolina",28,4160,0,129,18,5085,5085,45,2,0,1145,151,1296,925
"2020-03-29","South Carolina",25,3015,0,129,16,3789,3789,45,3,0,607,235,842,774
"2020-03-28","South Carolina",20,2408,0,129,13,2947,2947,45,4,20,101,83,184,539
"2020-03-27","South Carolina",19,2307,0,109,9,2763,2763,45,0,0,0,0,0,456
"2020-03-26","South Carolina",19,2307,0,109,9,2763,2763,45,2,7,4,32,36,456
"2020-03-25","South Carolina",18,2303,0,102,7,2727,2727,45,2,102,291,126,417,424
"2020-03-24","South Carolina",15,2012,0,0,5,2310,2310,45,0,0,546,-1,545,298
"2020-03-23","South Carolina",15,1466,0,0,5,1765,1765,45,2,0,0,104,104,299
"2020-03-22","South Carolina",13,1466,0,0,3,1661,1661,45,2,0,211,43,254,195
"2020-03-21","South Carolina",13,1255,0,0,1,1407,1407,45,0,0,422,71,493,152
"2020-03-20","South Carolina",10,833,0,0,1,914,914,45,0,0,250,21,271,81
"2020-03-19","South Carolina",8,583,0,0,1,643,643,45,0,0,0,0,0,60
"2020-03-18","South Carolina",8,583,0,0,1,643,643,45,0,0,272,27,299,60
"2020-03-17","South Carolina",5,311,0,0,1,344,344,45,0,0,76,5,81,33
"2020-03-16","South Carolina",4,235,0,0,1,263,263,45,1,0,81,9,90,28
"2020-03-15","South Carolina",3,154,0,0,0,173,173,45,0,0,44,6,50,19
"2020-03-14","South Carolina",3,110,0,0,0,123,123,45,0,0,35,1,36,13
"2020-03-13","South Carolina",3,75,0,0,0,87,87,45,0,0,27,2,29,12
"2020-03-12","South Carolina",3,48,0,0,0,58,58,45,0,0,16,1,17,10
"2020-03-11","South Carolina",2,32,0,0,0,41,41,45,0,0,8,2,10,9
"2020-03-10","South Carolina",2,24,0,0,0,31,31,45,0,0,0,0,0,7
"2020-03-09","South Carolina",2,24,0,0,0,31,31,45,0,0,16,5,21,7
"2020-03-08","South Carolina",2,8,0,0,0,10,10,45,0,0,0,0,0,2
"2020-03-07","South Carolina",2,8,0,0,0,10,10,45,0,0,3,2,5,2
"2020-03-06","South Carolina",2,5,0,0,0,5,5,45,0,0,0,0,0,0
"2020-03-05","South Carolina",2,5,0,0,0,5,5,45,0,0,0,0,0,0
"2020-03-04","South Carolina",2,5,0,0,0,5,5,45,0,0,0,0,0,0
"2020-03-03","South Carolina",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","South Carolina",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","South Carolina",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","South Carolina",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","South Carolina",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","South Dakota",18,6700,0,27,6,7147,7147,46,0,1,345,54,399,447
"2020-04-08","South Dakota",17,6355,0,26,6,6748,6748,46,0,3,407,73,480,393
"2020-04-07","South Dakota",16,5948,2,23,6,6270,6268,46,2,0,216,32,248,320
"2020-04-06","South Dakota",15,5732,0,23,4,6020,6020,46,2,1,379,48,427,288
"2020-04-05","South Dakota",14,5353,0,22,2,5593,5593,46,0,3,341,28,369,240
"2020-04-04","South Dakota",14,5012,1,19,2,5225,5224,46,0,2,419,25,444,212
"2020-04-03","South Dakota",13,4593,3,17,2,4783,4780,46,0,0,376,22,398,187
"2020-04-02","South Dakota",13,4217,0,17,2,4382,4382,46,0,5,314,36,350,165
"2020-04-01","South Dakota",12,3903,0,12,2,4032,4032,46,1,0,294,21,315,129
"2020-03-31","South Dakota",12,3609,0,12,1,3717,3717,46,0,12,131,7,138,108
"2020-03-30","South Dakota",12,3478,0,0,1,3579,3579,46,0,0,351,11,362,101
"2020-03-29","South Dakota",11,3127,1,0,1,3218,3217,46,0,0,535,22,557,90
"2020-03-28","South Dakota",8,2592,0,0,1,2660,2660,46,0,0,205,10,215,68
"2020-03-27","South Dakota",7,2387,20,0,1,2465,2445,46,0,0,414,12,426,58
"2020-03-26","South Dakota",6,1973,125,0,1,2144,2019,46,0,0,1154,5,1159,46
"2020-03-25","South Dakota",6,819,268,0,1,1128,860,46,0,0,29,11,40,41
"2020-03-24","South Dakota",5,790,268,0,1,1088,820,46,0,0,28,2,30,30
"2020-03-23","South Dakota",4,762,265,0,1,1055,790,46,0,0,22,7,29,28
"2020-03-22","South Dakota",4,740,277,0,1,1038,761,46,0,0,49,7,56,21
"2020-03-21","South Dakota",3,691,268,0,1,973,705,46,0,0,28,0,28,14
"2020-03-20","South Dakota",3,663,270,0,1,947,677,46,0,0,112,3,115,14
"2020-03-19","South Dakota",3,551,385,0,1,947,562,46,0,0,0,0,0,11
"2020-03-18","South Dakota",3,551,350,0,1,912,562,46,1,0,0,0,0,11
"2020-03-17","South Dakota",3,551,35,0,0,597,562,46,0,0,57,1,58,11
"2020-03-16","South Dakota",3,494,0,0,0,504,504,46,0,0,167,1,168,10
"2020-03-15","South Dakota",2,327,6,0,0,342,336,46,0,0,145,0,145,9
"2020-03-14","South Dakota",2,182,3,0,0,194,191,46,0,0,109,0,109,9
"2020-03-13","South Dakota",2,73,11,0,0,93,82,46,0,0,46,1,47,9
"2020-03-12","South Dakota",2,27,11,0,0,46,35,46,0,0,14,3,17,8
"2020-03-11","South Dakota",2,13,2,0,0,20,18,46,0,0,2,5,7,5
"2020-03-10","South Dakota",2,11,0,0,0,11,11,46,0,0,6,0,6,0
"2020-03-09","South Dakota",2,5,0,0,0,5,5,46,0,0,0,0,0,0
"2020-03-08","South Dakota",2,5,0,0,0,5,5,46,0,0,0,0,0,0
"2020-03-07","South Dakota",2,5,0,0,0,5,5,46,0,0,0,0,0,0
"2020-03-06","South Dakota",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-05","South Dakota",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-04","South Dakota",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","South Dakota",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","South Dakota",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","South Dakota",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","South Dakota",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","South Dakota",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-04-09","Tennessee",44,55215,0,505,94,59849,59849,47,15,56,2959,272,3231,4634
"2020-04-08","Tennessee",43,52256,0,449,79,56618,56618,47,7,41,3520,224,3744,4362
"2020-04-07","Tennessee",42,48736,0,408,72,52874,52874,47,7,56,5188,336,5524,4138
"2020-04-06","Tennessee",41,43548,0,352,65,47350,47350,47,21,24,1881,169,2050,3802
"2020-04-05","Tennessee",40,41667,0,328,44,45300,45300,47,1,17,3597,312,3909,3633
"2020-04-04","Tennessee",39,38070,0,311,43,41391,41391,47,6,18,3298,254,3552,3321
"2020-04-03","Tennessee",38,34772,0,293,37,37839,37839,47,5,30,3006,222,3228,3067
"2020-04-02","Tennessee",37,31766,0,263,32,34611,34611,47,8,63,1997,162,2159,2845
"2020-04-01","Tennessee",36,29769,0,200,24,32452,32452,47,1,25,4648,444,5092,2683
"2020-03-31","Tennessee",34,25121,0,175,23,27360,27360,47,10,27,3651,405,4056,2239
"2020-03-30","Tennessee",33,21470,0,148,13,23304,23304,47,6,15,2433,297,2730,1834
"2020-03-29","Tennessee",32,19037,0,133,7,20574,20574,47,1,15,2072,164,2236,1537
"2020-03-28","Tennessee",31,16965,0,118,6,18338,18338,47,0,15,2077,170,2247,1373
"2020-03-27","Tennessee",30,14888,0,103,6,16091,16091,47,3,27,936,246,1182,1203
"2020-03-26","Tennessee",29,13952,0,76,3,14909,14909,47,0,23,2940,173,3113,957
"2020-03-25","Tennessee",25,11012,0,53,3,11796,11796,47,1,53,495,117,612,784
"2020-03-24","Tennessee",23,10517,0,0,2,11184,11184,47,0,0,7245,52,7297,667
"2020-03-23","Tennessee",22,3272,0,0,2,3887,3887,47,2,0,0,110,110,615
"2020-03-22","Tennessee",20,3272,0,0,0,3777,3777,47,0,0,0,134,134,505
"2020-03-21","Tennessee",17,3272,0,0,0,3643,3643,47,0,0,2709,143,2852,371
"2020-03-20","Tennessee",14,563,0,0,0,791,791,47,0,0,214,74,288,228
"2020-03-19","Tennessee",13,349,0,0,0,503,503,47,0,0,0,56,56,154
"2020-03-18","Tennessee",11,349,0,0,0,447,447,47,0,0,19,25,44,98
"2020-03-17","Tennessee",9,330,0,0,0,403,403,47,0,0,60,21,81,73
"2020-03-16","Tennessee",7,270,0,0,0,322,322,47,0,0,113,13,126,52
"2020-03-15","Tennessee",5,157,0,0,0,196,196,47,0,0,27,7,34,39
"2020-03-14","Tennessee",5,130,0,0,0,162,162,47,0,0,14,6,20,32
"2020-03-13","Tennessee",4,116,0,0,0,142,142,47,0,0,37,8,45,26
"2020-03-12","Tennessee",3,79,0,0,0,97,97,47,0,0,29,11,40,18
"2020-03-11","Tennessee",2,50,0,0,0,57,57,47,0,0,50,0,50,7
"2020-03-10","Tennessee",2,0,0,0,0,7,7,47,0,0,0,4,4,7
"2020-03-09","Tennessee",2,0,0,0,0,3,3,47,0,0,0,0,0,3
"2020-03-08","Tennessee",2,0,0,0,0,3,3,47,0,0,0,2,2,3
"2020-03-07","Tennessee",2,0,0,0,0,1,1,47,0,0,0,0,0,1
"2020-03-06","Tennessee",2,0,0,0,0,1,1,47,0,0,0,0,0,1
"2020-03-05","Tennessee",2,0,0,0,0,1,1,47,0,0,0,0,0,1
"2020-03-04","Tennessee",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-03","Tennessee",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-02","Tennessee",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-03-01","Tennessee",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-29","Tennessee",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-02-28","Tennessee",2,0,0,0,0,0,0,0,0,0,0,0,0,0
